,Aminoglycoside,B-lactam Combined Agents,Carbapenem,Cephem,Fluoroquinolone,Folate,Macrolide,Oxazolidinone,Penicilin,Phenicol,Tetracycline,nan
590_12056,S,S,,S,S,S,,,S,S,R,
590_12464,S,S,,S,S,S,,,S,S,R,
90370_2983,,,,S,R,S,,,R,S,,
90370_2942,,,,S,R,S,,,S,S,,
590_12580,S,S,,S,S,S,,,S,S,S,
85569_65,R,,,,S,R,,S,R,S,R,
54388_191,,,,,R,S,,,S,S,,
192955_204,S,S,,S,S,S,S,,S,S,S,
590_12190,S,S,,S,S,S,,,S,S,R,
85569_298,R,,,,R,R,,S,R,S,R,
85569_299,S,,,,S,R,,S,R,S,S,
85569_25,R,,,,S,R,,,R,R,R,
590_12424,S,S,,S,S,S,,,R,S,S,
54388_393,S,,S,S,R,S,S,,S,S,S,
90371_5282,R,S,,S,R,R,,,R,R,,
590_16588,S,R,,R,R,S,,,R,R,R,
90370_3308,,,,,S,,,,,,,
90370_3428,,,,,R,S,,,S,S,,
90370_3437,,,,,R,S,,,S,S,,
90370_3094,,,,S,R,S,,,S,S,,
28901_16282,S,,,S,,S,,,R,,,
54388_203,,,,,R,S,,,S,S,,
90370_225,S,,,,S,S,,,S,S,S,
590_12073,S,S,,S,S,S,,,S,S,R,
90370_2787,,,,S,R,R,,,R,R,,
82689_64,S,S,,S,S,S,S,,S,S,S,
90370_2813,,,,S,R,R,,,R,R,,
54388_9,S,,,,S,S,S,,S,S,S,
590_15169,S,S,,S,S,S,,,R,S,R,
59201_4109,,,S,R,S,R,S,,R,R,S,
90370_1866,S,,,,S,S,,,S,S,S,
85569_313,R,,,,R,R,,S,R,R,R,
90370_3153,,,,S,S,S,,,S,S,,
90370_3008,,,,S,R,S,,,S,S,,
90370_2706,,,,S,R,R,,,R,R,,
590_12377,S,S,,S,S,S,,,R,S,R,
108619_162,S,S,,S,S,S,S,,S,S,S,
90370_3488,,,,,R,S,,,S,S,,
192955_431,R,,,R,R,R,S,,R,R,R,
90371_5494,S,,S,R,S,R,,,R,R,R,
90370_2784,,,,S,R,R,,,R,R,,
59201_4149,,,S,R,S,S,R,,R,R,S,
192955_411,S,,,S,R,S,S,,R,S,S,
90370_2733,,,,S,R,R,,,R,R,,
590_12300,S,S,,S,S,S,,,S,S,R,
85569_174,R,,,,S,R,,S,R,R,R,
90370_5001,,,,,R,,,,,,,
90370_5514,S,,S,S,R,S,S,,S,S,S,
90370_2752,,,,S,R,R,,,R,R,,
90370_3037,,,,S,R,S,,,S,S,,
590_16413,S,S,,S,S,S,,,S,S,R,
90371_5378,R,S,,S,R,R,,,R,R,,
590_15252,S,S,,S,S,S,,,S,S,R,
590_16911,S,R,,R,S,S,,,R,R,R,
54388_240,,,,,R,S,,,S,S,,
54388_209,,,,,R,S,,,S,S,,
85569_343,R,,,,S,R,,S,S,S,S,
90370_3605,,,,,R,,,,,,,
590_12060,S,R,,R,S,S,,,R,S,R,
590_16707,S,S,,S,S,S,,,R,S,R,
85569_220,R,,,,S,R,,S,R,R,R,
590_14388,S,S,,S,S,S,,,S,S,R,
590_12599,S,S,,S,S,S,,,S,S,R,
590_17052,S,S,,S,S,S,,,S,S,R,
90370_3355,,,,,R,,,,,,,
59201_4082,,,S,S,R,S,,,S,S,,
59201_4151,,,S,R,R,R,S,,R,R,S,
590_15672,S,R,,R,S,S,,,R,R,R,
192955_384,R,,,S,R,R,S,,R,S,R,
399587_88,S,S,S,S,S,R,S,,R,R,R,
28901_1874,S,S,,S,,S,,,S,S,S,
85569_212,R,,,,S,R,,S,R,R,R,
90370_2484,,,,S,R,R,,,R,R,,
590_12318,S,S,,S,S,S,,,S,S,R,
90370_4826,,,,,R,S,,,S,S,,
90370_2481,,,,S,R,R,,,R,R,,
54388_221,,,,,R,S,,,S,S,,
90370_3466,,,,,R,S,,,S,S,,
90371_6217,R,,,,,S,,,R,S,S,
913079_13,S,S,,S,S,S,S,,S,S,S,
54388_348,S,,,,R,S,S,,S,S,S,
54388_272,S,,,,S,S,S,,S,S,S,
28901_16289,S,,,S,,S,,,R,,,
54388_242,,,,,R,S,,,S,S,,
85569_158,R,,,,S,R,,S,R,R,R,
59201_4112,,,S,R,R,R,S,,R,R,S,
85569_322,R,,,,S,R,,S,R,R,R,
590_16185,S,S,,S,S,S,,,S,S,R,
90370_3414,,,,,R,S,,,S,S,,
590_12530,S,S,,S,S,S,,,S,S,S,
28901_842,S,S,,S,S,S,S,,S,S,R,
590_12446,S,R,,R,S,S,,,R,S,R,
90370_2709,,,,S,R,R,,,R,R,,
590_12413,S,S,,S,S,S,,,S,S,R,
90370_3074,,,,S,R,S,,,S,S,,
90370_4890,,,,,R,S,,,S,S,,
192955_419,R,,,S,R,R,S,,R,R,R,
58712_69,S,S,,S,S,S,S,,S,S,S,
54388_337,S,,,,S,S,S,,S,S,S,
90370_3421,,,,,R,S,,,S,S,,
54388_248,,,,,R,S,,,S,S,,
90370_2867,,,,S,R,R,,,R,R,,
90370_3502,,,,,R,S,,,S,S,,
590_12079,S,S,,S,S,S,,,S,S,R,
90371_5497,S,,S,S,S,R,,,R,R,S,
90370_3515,,,,,R,S,,,S,S,,
28901_783,S,S,,S,R,S,S,,S,R,R,
54388_226,,,,,R,S,,,S,S,,
98360_97,S,R,,R,S,R,,,R,R,R,
90370_5525,S,,S,S,R,S,S,,S,S,S,
28901_857,S,S,,S,S,S,S,,S,S,S,
54388_342,S,,,,R,S,S,,S,S,S,
28901_16309,R,,,S,S,R,,,R,S,R,
85569_234,R,,,,S,R,,S,R,R,R,
90371_3755,,S,S,S,S,S,,,R,,,
90371_5500,S,,S,R,S,R,,,R,R,R,
90370_2816,,,,S,R,R,,,R,R,,
90370_3481,,,,,R,S,,,S,S,,
192955_401,R,,,S,R,R,S,,R,S,R,
59201_4096,,,S,S,R,S,,,S,S,,
192955_356,R,,,S,R,R,S,,R,S,R,
90370_3279,,,,,R,,,,,,,
85569_333,R,,,,S,R,,S,S,S,S,
54388_250,,,,,R,S,,,S,S,,
28901_10138,R,S,,S,,R,,,R,R,R,
85569_203,R,,,,R,R,,S,R,R,R,
90370_3201,,,,S,S,S,,,S,S,,
90370_3443,,,,,R,S,,,S,S,,
28901_1848,S,S,,S,,S,,,S,S,S,
46626_40,R,R,,R,R,R,R,,R,R,S,
399587_76,S,S,S,S,S,R,R,,R,R,R,
90370_2943,,,,S,R,S,,,S,S,,
85569_71,R,,,,S,R,,S,R,R,R,
90370_5209,,,,,R,,,,,,,
90370_4861,,,,,R,S,,,S,S,,
85569_225,R,,,,R,R,,S,S,S,S,
90370_3489,,,,,R,S,,,S,S,,
90371_5396,S,S,,S,S,S,,,S,S,,
90370_2923,,,,S,R,S,,,S,S,,
590_12583,S,S,,S,S,S,,,S,S,S,
28901_21054,,,S,R,R,R,,,R,,,
90370_2525,,,,S,R,R,,,R,R,,
595_104,S,S,,R,R,R,,,R,S,R,
85569_341,R,,,,R,R,,S,R,R,R,
90370_2770,,,,S,R,R,,,R,R,,
28901_844,R,S,,S,S,R,S,,R,S,R,
90370_2907,,,,S,R,S,,,S,R,,
90371_5397,S,S,,S,R,R,,,R,R,,
90370_3576,,,,,R,S,,,S,S,,
90371_2139,R,R,,S,S,R,,,R,R,R,
90371_5382,R,R,,S,R,R,,,R,R,,
90371_5358,S,S,,S,S,S,,,R,S,,
598_31,S,S,,S,S,S,S,,S,S,S,
90370_2996,,,,S,R,S,,,R,S,,
590_12507,S,S,,S,S,S,,,S,S,S,
54388_309,S,,,,R,S,S,,S,S,S,
590_17074,S,S,,S,S,S,,,S,S,R,
90370_2834,,,,S,R,R,,,R,R,,
90370_3416,,,,,R,S,,,S,S,,
90370_5531,S,,S,S,R,S,S,,S,S,S,
192955_364,R,,,R,R,R,R,,R,S,S,
590_12218,S,S,,S,S,S,,,S,S,S,
90371_2476,R,R,,S,S,R,,,R,R,R,
90370_5470,S,,S,S,R,R,S,,R,R,R,
590_12584,S,S,,S,S,S,,,S,S,S,
90370_3394,,,,,R,S,,,S,S,,
590_12449,S,S,,S,S,S,,,S,S,R,
90370_2814,,,,S,R,R,,,R,R,,
590_16652,S,S,,S,S,S,,,R,S,R,
54388_97,S,,,,S,S,S,,S,S,S,
590_12461,S,S,,S,S,S,,,S,S,S,
90105_187,,S,S,S,S,S,,,S,,,
90370_2712,,,,S,R,R,,,R,R,,
90370_3522,,,,,R,S,,,S,S,,
90371_2488,R,R,,S,S,R,,,R,R,R,
28901_16296,R,,,R,S,R,,,R,R,R,
590_12458,S,S,,S,S,S,,,S,S,S,
90371_6225,R,,,,R,S,,,R,R,R,
90371_5496,S,,S,R,S,R,,,R,R,R,
590_12614,S,S,,S,S,S,,,S,S,R,
90371_5278,S,S,,S,S,S,,,S,S,,
90370_2887,,,,S,R,R,,,S,R,,
54388_392,S,,S,S,R,S,S,,S,S,S,
90370_3597,,,,,R,,,,,,,
90370_4896,,,,,R,S,,,S,S,,
90370_3545,,,,,R,S,,,S,S,,
590_12189,S,S,,S,S,S,,,S,S,R,
90371_5393,S,S,,S,S,S,,,S,S,,
28901_21055,,,S,R,S,R,,,R,,,
90370_3137,,,,S,R,S,,,S,S,,
28901_21067,,,S,R,S,R,,,R,,,
90371_5311,R,S,,S,R,R,,,R,R,,
90370_3529,,,,,R,S,,,S,S,,
85569_100,R,,,,S,R,,S,R,S,S,
590_15068,S,S,,S,S,S,,,S,S,R,
108619_150,S,S,,S,S,S,S,,S,S,S,
28901_21404,S,S,S,S,S,S,S,,S,S,S,
595_156,S,S,,S,S,S,S,,S,S,S,
90370_2810,,,,S,R,R,,,R,R,,
90370_2799,,,,S,R,R,,,R,,,
54388_245,,,,,R,S,,,S,S,,
90370_4979,,,,,S,,,,,,,
90370_3106,,,,S,R,S,,,S,S,,
59201_4105,,,S,S,R,S,,,S,S,,
90371_6218,R,,,,,S,,,S,S,,
590_14339,S,S,,S,S,S,,,S,S,R,
90371_5345,S,S,,S,S,S,,,S,S,,
58712_90,R,S,,S,S,S,S,,S,S,S,
85569_109,R,,,,S,R,,S,R,R,R,
90370_2891,,,,S,R,R,,,S,R,,
590_12473,S,S,,S,S,S,,,S,S,R,
90370_2936,,,,S,R,S,,,S,S,,
85569_335,R,,,,S,R,,S,R,S,S,
590_12284,S,S,,S,S,S,,,S,S,R,
590_15818,S,S,,S,S,S,,,S,S,R,
590_16943,S,S,,S,S,S,,,S,S,R,
90370_2693,,,,S,R,R,,,R,R,,
90370_4967,,,,,R,S,,,S,S,,
90370_2486,,,,S,R,R,,,R,R,,
90370_5509,S,,S,S,R,R,S,,R,R,R,
85569_69,R,,,,S,R,,S,R,R,R,
85569_15,R,,,,S,R,,,R,S,R,
90371_5373,S,S,,S,S,R,,,R,R,,
399587_98,S,S,S,S,S,R,R,,S,S,R,
90371_5384,R,S,,S,R,R,,,R,S,,
85569_289,R,,,,S,R,,S,R,R,R,
590_12634,S,S,,S,S,S,,,S,S,R,
590_12333,S,S,,S,S,S,,,S,S,S,
149391_25,S,S,,S,S,S,S,,S,S,S,
90370_4781,,,,,R,S,,,S,S,,
108619_171,S,S,,S,S,S,S,,S,S,S,
90370_3589,,,,,R,S,,,S,S,,
28901_9245,,,,,S,S,,,S,,S,
590_15554,S,S,,S,S,S,,,S,S,R,
90370_3557,,,,,R,S,,,S,S,,
59201_4097,,,S,S,R,S,,,S,S,,
28901_21081,,,S,R,S,R,,,R,,,
90370_2736,,,,S,R,R,,,R,R,,
90370_3183,,,,S,S,S,,,S,S,,
59201_4117,,,S,R,S,S,S,,R,R,,
85569_132,R,,,,S,R,,S,S,S,S,
590_12536,S,S,,S,S,S,,,S,S,S,
90370_4882,,,,,R,S,,,S,S,,
58712_65,R,S,,S,R,R,R,,R,S,R,
90370_5010,,,,,R,,,,,,,
90370_5004,,,,,S,,,,,,,
90370_2474,,,,S,R,R,,,R,R,,
590_12355,S,R,,R,S,S,,,R,S,R,
90371_5314,S,S,,S,S,S,,,S,S,,
90370_5482,S,,S,S,R,R,S,,R,R,R,
399587_102,S,S,S,S,S,R,R,,R,R,R,
28147_37,S,S,,S,S,S,S,,S,S,S,
85569_57,R,,,,S,R,,S,R,R,R,
90370_4928,,,,,R,S,,,S,S,,
90370_3174,,,,S,S,S,,,S,S,,
590_12594,S,S,,S,S,S,,,S,S,S,
28901_1609,S,S,,R,S,S,,,R,S,S,
54388_303,S,,,,R,S,S,,S,S,S,
90370_3168,,,,S,S,S,,,S,S,,
85569_117,R,,,,R,R,,S,R,R,R,
90370_2941,,,,S,R,S,,,,S,,
28901_3869,S,S,,S,S,S,S,,S,S,S,
90371_891,S,,,,S,S,,,S,S,,
54388_27,S,,,,S,S,S,,S,S,S,
90370_3085,,,,S,R,S,,,S,S,,
590_12283,S,S,,S,S,S,,,S,S,R,
90371_5446,S,,S,R,S,R,,,R,R,R,
90370_4888,,,,,R,S,,,S,S,,
596_68,S,S,,S,S,S,S,,S,S,S,
590_12441,S,S,,S,S,S,,,S,S,R,
85569_205,R,,,,S,R,,S,R,R,R,
90371_5416,S,S,,S,S,S,,,S,S,,
590_12261,S,S,,S,S,S,,,S,S,R,
590_12587,S,S,,S,S,S,,,S,S,R,
149391_22,S,S,,S,S,S,S,,S,S,S,
590_12607,S,S,,S,R,S,,,R,S,R,
590_12567,S,S,,S,S,S,,,S,S,R,
590_12317,S,S,,S,S,S,,,S,S,R,
90371_901,S,,,,S,R,,,R,R,,
85569_183,R,,,,S,R,,S,R,R,R,
90370_3472,,,,,R,S,,,S,S,,
590_12293,S,S,,S,S,S,,,S,S,S,
54388_108,S,,,,S,S,S,,S,S,S,
590_12351,S,S,,S,S,S,,,S,R,R,
90370_2526,,,,S,R,S,,,R,R,,
28901_16301,R,,,S,S,R,,,R,S,R,
90370_2924,,,,S,R,S,,,R,S,,
90370_5511,S,,S,S,R,S,S,,S,S,S,
90370_3510,,,,,R,S,,,S,S,,
90370_2688,,,,S,R,R,,,R,R,,
85569_332,R,,,,S,R,,S,R,R,R,
590_12635,R,S,,S,S,S,,,R,S,R,
90370_5231,,,,,R,,,,,,,
590_12489,S,S,,S,S,S,,,S,S,R,
85569_315,R,,,,S,R,,S,R,R,R,
85569_61,R,,,,S,R,,R,R,R,R,
54388_312,S,,,,R,S,S,,S,S,S,
59201_4083,,,S,S,R,S,,,S,S,,
90370_3162,,,,S,S,S,,,S,S,,
108619_148,S,S,,S,S,S,S,,S,S,S,
90370_3417,,,,,R,S,,,S,S,,
192955_376,R,,,S,R,R,S,,R,R,R,
90370_4779,,,,,S,S,,,S,S,,
90370_2705,,,,S,R,R,,,R,R,,
28901_8199,,,,S,S,S,,,S,S,,
108619_170,S,S,,S,S,S,S,,S,S,S,
90370_2685,,,,S,R,R,,,R,R,,
590_14206,S,S,,S,S,S,,,S,S,R,
590_12049,S,S,,S,S,S,,,R,S,R,
90370_3036,,,,S,R,S,,,S,S,,
90371_5514,S,,S,R,S,R,,,R,R,R,
90370_2858,,,,S,R,R,,,R,R,,
590_17088,S,S,,S,S,S,,,S,S,R,
90370_3290,,,,,R,,,,,,,
590_12360,S,S,,S,S,S,,,S,S,R,
590_12210,S,S,,S,S,S,,,S,S,S,
90370_3061,,,,S,R,S,,,S,S,,
108619_146,S,S,,S,S,S,S,,S,S,S,
54388_249,,,,,R,S,,,S,S,,
90370_2510,,,,S,R,R,,,S,R,,
90370_2522,,,,S,R,R,,,R,R,,
595_140,S,S,,S,S,S,S,,S,S,S,
54388_397,S,,S,S,R,S,S,,S,S,S,
590_12405,S,S,,S,S,S,,,S,S,R,
90370_3579,,,,,R,S,,,S,S,,
90371_5415,S,S,,S,S,S,,,S,S,,
149539_892,S,,,,,S,,,R,S,R,
90370_2962,,,,S,R,S,,,R,S,,
590_12457,S,S,,S,S,S,,,S,S,S,
90371_5323,S,S,,S,S,S,,,S,S,,
90370_4806,,,,,R,S,,,S,S,,
85569_267,R,,,,S,R,,S,R,R,R,
28901_3870,S,S,,S,S,S,S,,S,S,S,
54388_122,S,,,,S,S,S,,S,S,S,
28901_833,S,S,,S,S,S,S,,S,S,S,
590_12595,S,S,,S,S,S,,,S,S,S,
59201_4126,,,S,R,R,R,R,,R,R,S,
90371_2474,S,S,,S,S,S,,,S,S,R,
90370_2876,,,,S,R,R,,,R,R,,
598_26,R,S,,R,S,R,S,,R,S,R,
85569_237,R,,,,S,R,,S,R,R,R,
149539_895,R,,,,,R,,,R,S,R,
90370_2794,,,,S,R,R,,,R,R,,
90370_5495,S,,S,S,R,R,S,,R,R,R,
90370_2963,,,,S,R,S,,,R,S,,
28901_21075,,,S,R,S,R,,,R,,,
90370_3484,,,,,R,S,,,S,S,,
90370_4875,,,,,R,S,,,S,S,,
90370_3461,,,,,R,S,,,S,S,,
54388_189,,,,,R,S,,,S,S,,
90370_2916,,,,S,R,S,,,S,R,,
90371_5468,S,,S,R,S,R,,,R,S,S,
590_12197,S,S,,S,S,S,,,S,S,S,
90371_5348,S,S,,S,S,S,,,S,S,,
90370_3206,,,,S,S,S,,,S,S,,
590_12390,S,S,,S,S,R,,,S,S,R,
85569_29,R,,,,S,R,,,R,R,R,
90370_3334,,,,,R,,,,,,,
90371_5265,R,S,,S,R,R,,,R,R,,
590_15240,S,S,,S,S,R,,,S,S,R,
595_125,S,S,,S,S,S,,,S,S,S,
90370_4929,,,,,R,S,,,S,S,,
90371_5394,R,R,,S,R,R,,,R,R,,
85569_348,S,,,,S,S,,,S,S,S,
590_12620,S,S,,S,S,S,,,R,R,R,
590_12539,S,S,,S,S,S,,,S,S,S,
28901_21408,S,,S,S,S,S,S,,S,S,S,
590_12603,S,R,,S,S,S,,,R,R,R,
90370_4831,,,,,R,S,,,S,S,,
54388_128,S,,,,S,S,S,,S,S,S,
90370_2491,,,,S,R,S,,,R,S,,
590_16523,S,S,,S,S,S,,,S,S,R,
90370_2534,,,,S,R,R,,,S,R,,
90370_3083,,,,S,R,S,,,S,S,,
90370_3197,,,,S,S,S,,,S,S,,
90370_3445,,,,,R,S,,,S,S,,
90371_5356,S,S,,S,S,S,,,R,S,,
90371_5339,S,S,,S,S,S,,,S,S,,
600_44,S,S,,S,S,S,S,,S,S,S,
90370_3519,,,,,R,S,,,S,S,,
90370_3050,,,,S,R,S,,,S,S,,
90370_3424,,,,,R,S,,,S,S,,
590_12245,S,R,,R,S,S,,,R,S,S,
90370_5535,,,,,R,,,,,,,
149391_30,S,S,,S,S,S,S,,S,S,S,
90370_506,S,,,,S,S,,,S,S,S,
85569_83,R,,,,R,R,,R,R,R,R,
90370_4118,S,,S,S,S,S,S,,S,S,S,
90371_5267,S,S,,S,R,R,,,R,R,,
54388_302,R,,,,S,S,S,,S,S,S,
90370_4903,,,,,R,S,,,S,S,,
90370_2872,,,,S,R,R,,,R,R,,
590_12223,S,S,,S,S,S,,,R,S,R,
54388_327,S,,,,S,S,S,,S,S,S,
90370_4862,,,,,R,S,,,S,S,,
149539_889,R,,,,,S,,,R,R,R,
90371_2943,S,S,,S,S,S,S,,S,S,S,
399587_86,S,S,S,S,S,R,S,,R,R,R,
590_12602,S,S,,S,S,S,,,S,S,R,
90370_3136,,,,S,R,S,,,S,S,,
590_12270,S,S,,S,S,S,,,S,S,R,
192955_416,S,,,S,R,S,S,,S,S,S,
90370_3185,,,,S,S,S,,,S,S,,
90370_4885,,,,,R,S,,,S,S,,
90371_5401,S,S,,S,S,R,,,S,S,,
149391_21,S,S,,S,S,S,S,,S,S,S,
590_12301,S,S,,S,S,S,,,S,S,R,
90370_4828,,,,,R,S,,,S,S,,
363569_42,S,S,,S,S,S,S,,S,S,S,
90371_5351,R,R,,R,R,S,,,R,R,,
90370_4845,,,,,R,S,,,S,S,,
149391_41,S,S,,S,S,S,S,,S,S,S,
90371_5442,S,,S,S,S,R,,,R,R,S,
54388_389,S,,S,S,R,S,S,,S,S,S,
90370_3005,,,,S,R,S,,,S,S,,
90370_4813,,,,,R,S,,,S,S,,
90370_4088,S,,S,S,R,R,S,,R,R,S,
90370_5230,,,,,S,,,,,,,
90370_2980,,,,S,R,S,,,R,S,,
90370_2485,,,,S,R,S,,,S,S,,
590_12188,S,S,,S,S,S,,,S,S,S,
90370_4907,,,,,R,S,,,S,S,,
85569_119,R,,,,S,R,,S,R,R,R,
85569_98,R,,,,S,R,,S,R,R,R,
590_12285,S,R,,R,S,S,,,R,R,R,
90371_5482,S,,S,S,S,R,,,R,R,S,
486994_11,,S,S,S,S,S,,,S,,,
90370_3180,,,,S,S,S,,,S,S,,
90371_5375,S,S,,S,S,R,,,R,R,,
90370_4917,,,,,R,S,,,S,S,,
90370_2877,,,,S,R,R,,,R,R,,
28901_10094,R,S,,S,,R,,,R,R,S,
85569_314,R,,,,S,R,,S,S,R,R,
90370_3462,,,,,R,S,,,S,S,,
90370_3048,,,,S,R,S,,,S,S,,
54388_304,S,,,,S,S,S,,S,S,S,
90370_2836,,,,S,R,R,,,R,R,,
28901_16307,R,,,S,S,R,,,R,S,R,
90371_5419,S,S,,S,S,S,,,S,S,,
90370_3458,,,,,R,S,,,S,S,,
590_12480,S,S,,S,S,S,,,R,S,R,
90371_2475,R,S,,S,S,S,,,R,S,R,
590_12543,S,S,,S,S,S,,,S,S,R,
90370_4846,,,,,R,S,,,S,S,,
90370_5021,,,,,R,,,,,,,
90370_2940,,,,S,R,S,,,S,S,,
192955_369,R,,,R,R,R,S,,R,S,R,
596_67,S,S,,S,S,S,S,,S,S,S,
85569_143,R,,,,S,R,,S,R,S,R,
90370_2948,,,,S,R,S,,,S,S,,
90370_2955,,,,S,R,S,,,R,S,,
90370_2925,,,,S,R,S,,,S,S,,
590_12277,S,S,,S,S,S,,,R,S,R,
90370_4811,,,,,R,S,,,S,S,,
28901_10079,S,S,,S,,S,,,S,S,R,
595_141,S,S,,S,S,S,S,,S,S,S,
85569_43,R,,,,S,R,,,R,R,R,
90370_441,S,,,S,S,S,,,S,S,S,
90370_3524,,,,,R,S,,,S,S,,
90370_4815,,,,,R,S,,,S,S,,
85569_75,R,,,,S,R,,S,R,R,R,
590_12375,S,R,,R,S,S,,,R,R,R,
90370_3548,,,,,R,S,,,S,S,,
590_15940,R,R,,R,S,S,,,R,S,S,
590_12547,S,S,,S,S,S,,,S,S,R,
90370_4879,,,,,R,S,,,S,S,,
85569_224,R,,,,R,R,,S,R,R,R,
590_15611,S,S,,S,S,S,,,S,S,R,
90370_2864,,,,S,R,R,,,R,R,,
590_12305,R,S,,S,S,S,,,S,S,S,
90370_3315,,,,,R,,,,,,,
590_12522,S,S,,S,S,S,,,S,S,S,
90370_3537,,,,,S,S,,,S,S,,
108619_47,R,R,,R,S,R,,,R,R,R,
54388_341,S,,,,R,S,S,,S,S,S,
90370_4919,,,,,R,S,,,S,S,,
58712_59,S,S,,S,S,S,S,,S,S,S,
90370_2523,,,,S,R,R,,,R,R,,
85569_19,R,,,,S,R,,,R,R,R,
90370_2720,,,,S,R,R,,,R,R,,
59201_4127,,,S,R,S,R,S,,R,R,S,
28901_16288,S,,,S,,R,,,R,,,
192955_404,R,,,S,R,R,S,,R,S,R,
90371_5437,S,,S,S,S,R,,,R,R,S,
192955_407,R,,,S,R,R,S,,R,S,R,
90370_3543,,,,,R,S,,,S,S,,
590_12363,S,S,,S,S,S,,,S,S,R,
590_12282,S,S,,S,S,S,,,R,S,R,
90370_4993,,,,,R,,,,,,,
90371_5242,S,S,,S,S,S,,,S,S,,
90370_3563,,,,,R,S,,,S,S,,
90370_4878,,,,,R,S,,,S,S,,
90371_6236,R,,,,,S,,,S,S,S,
90370_3583,,,,,R,S,,,R,S,,
90371_5399,S,S,,S,S,S,,,S,S,,
90371_885,S,,,,R,R,,,R,R,,
90371_2125,R,R,,R,S,R,,,R,S,R,
28901_10075,S,S,,S,,S,,,S,S,R,
90370_2749,,,,S,R,R,,,R,R,,
90370_3430,,,,,R,S,,,S,S,,
28901_804,S,S,,S,S,S,S,,S,S,S,
90370_3044,,,,S,R,S,,,S,S,,
28901_772,S,S,,S,R,S,S,,S,S,S,
590_12205,S,S,,S,S,S,,,R,S,S,
90370_2734,,,,S,R,R,,,R,R,,
90370_3408,,,,,R,S,,,S,S,,
85569_168,R,,,,S,R,,R,R,R,R,
590_12299,S,S,,S,S,S,,,S,S,R,
90371_6238,R,,,,R,S,,,R,S,,
192955_366,R,,,R,R,R,R,,R,S,R,
90370_3178,,,,S,S,S,,,S,S,,
590_12209,S,S,,S,S,S,,,S,S,S,
85569_186,R,,,,S,R,,S,R,R,R,
90370_4788,,,,,R,S,,,S,S,,
90370_4958,,,,,R,S,,,S,S,,
590_12207,S,S,,S,S,S,,,S,R,R,
90370_3431,,,,,R,S,,,S,S,,
90370_3551,,,,,R,S,,,S,S,,
85569_258,R,,,,S,R,,S,S,S,S,
590_12529,S,S,,S,S,S,,,S,S,S,
90371_5426,R,R,,S,R,R,,,R,R,,
486990_7,S,S,,S,S,S,S,,S,S,S,
85569_21,R,,,,S,R,,,R,R,R,
108619_141,S,S,,S,S,S,S,,S,S,S,
590_14489,S,R,,R,S,S,,,R,S,R,
59201_4078,,,S,S,R,S,,,S,S,,
59201_4099,,,S,S,R,S,,,S,S,,
590_12330,S,S,,S,S,S,,,S,S,R,
90371_886,S,,,,S,R,,,R,R,,
590_12381,S,S,,S,S,S,,,S,S,R,
90370_5507,S,,S,S,R,R,S,,R,R,R,
90371_5493,S,,S,R,S,R,,,R,R,R,
590_12503,S,S,,S,S,S,,,S,S,S,
90370_3528,,,,,R,S,,,S,S,,
90370_3040,,,,S,R,S,,,S,S,,
590_12337,S,S,,S,S,S,,,S,S,R,
90370_5213,,,,,S,,,,,,,
28901_10081,R,S,,S,,R,,,S,S,R,
590_12428,S,R,,R,S,S,,,R,R,R,
90370_2969,,,,S,R,S,,,R,S,,
590_12445,S,S,,S,S,S,,,S,S,R,
90371_5346,S,S,,S,S,S,,,S,S,,
90370_2932,,,,S,R,S,,,S,S,,
90370_4809,,,,,R,S,,,S,S,,
90371_5347,S,S,,S,R,R,,,R,R,,
90371_5330,S,S,,S,S,S,,,S,S,,
90370_2714,,,,S,R,R,,,R,R,,
90370_3097,,,,S,R,S,,,S,S,,
108619_89,R,R,,R,S,R,,,R,R,R,
90370_3025,,,,S,R,S,,,S,S,,
108619_86,R,R,,R,S,R,,,R,R,R,
590_12551,S,S,,S,S,S,,,R,S,S,
90370_4843,,,,,R,S,,,S,S,,
90371_5408,S,S,,S,S,S,,,S,S,,
90370_3304,,,,,R,,,,,,,
90370_3032,,,,S,R,S,,,S,S,,
85569_350,R,,,,S,R,,,R,R,R,
85569_27,R,,,,S,R,,,R,R,R,
90370_3056,,,,S,R,S,,,S,S,,
90370_3550,,,,,R,S,,,S,S,,
90371_5372,S,S,,S,S,R,,,R,R,,
85569_46,R,,,,S,R,,S,R,R,R,
54388_383,S,,S,S,R,S,S,,S,S,,
54388_345,S,,,,R,S,S,,S,S,S,
590_13877,S,S,,S,S,S,,,S,S,R,
90370_5476,S,,S,S,R,R,S,,R,R,R,
90370_3319,,,,,R,,,,,,,
90370_4910,,,,,R,S,,,S,S,,
90371_889,S,,,,S,R,,,R,S,,
85569_185,R,,,,S,R,,S,R,R,R,
90370_2865,,,,S,R,R,,,R,R,,
90371_5284,R,S,,S,R,R,,,R,S,,
149391_40,S,S,,S,S,S,S,,S,S,S,
90370_2899,,,,S,R,R,,,S,R,,
90370_4876,,,,,R,S,,,S,S,,
90370_3010,,,,S,R,S,,,S,S,,
85569_67,R,,,,S,R,,S,R,R,R,
192955_434,S,,,S,S,S,S,,S,S,S,
90371_2473,R,R,,S,S,R,,,R,R,R,
590_12249,S,S,,S,S,S,,,S,S,S,
90370_3521,,,,,R,S,,,S,S,,
90370_3141,,,,S,S,R,,,R,R,,
