,Carbapenem,Cephem,Fluoroquinolone,Folate,Glycopeptide,Lincosamide,Macrolide,Oxazolidinone,Penicilin,Phenicol,Streptogramin,Tetracycline
1313_24636,,,,R,,,S,,S,S,,R
1313_31037,,,,R,,,S,,,S,,S
1313_6272,,,,,,,R,,R,R,,R
1313_13024,,S,,R,,,,,,,,
1313_12483,,S,,R,,,,,,,,
1313_26416,,,,S,,,R,,R,,,R
1313_23230,,,,,,,S,,S,,,
1313_10242,,S,,R,,,,,,,,
1313_30367,,,,,,,S,,R,R,,R
1313_42022,S,S,,S,,S,S,,S,,,S
1313_24055,,,,R,,,S,,R,S,,R
1313_31082,,,,S,,,R,,,S,,R
1313_25266,,,,,,,R,,R,R,,R
1313_23418,,,,R,,,R,,S,S,,S
1313_23781,,,,R,,,S,,S,S,,R
1313_12606,,S,,R,,,,,,,,
1313_30852,,,,R,,,S,,S,S,,S
1313_8946,,,,S,,,S,,S,S,,S
1313_42006,S,S,,S,,S,R,,S,,,S
1313_24531,,,,S,,,R,,S,R,,S
1313_10624,,S,,S,,,,,,,,
1313_27018,,,,S,,,S,,S,S,,R
760842_3,S,S,S,S,S,R,R,S,S,R,S,R
1313_31310,,,,R,,,R,,S,S,,R
1313_25216,,,,R,,,,,R,,,
1313_11262,,S,,R,,,,,,,,
1313_25331,,,,S,,,S,,R,S,,R
1313_46890,,S,S,S,,S,R,,,S,,S
1313_25284,,,,R,,,R,,S,S,,R
1313_31727,,,,R,,,R,,S,S,,S
1313_25957,,,,,,,S,,S,,,S
1313_23666,,,,S,,,R,,,S,,R
1313_10245,,S,,S,,,,,,,,
1313_31871,,,,,,,R,,S,,,R
1313_20553,,,,R,,,S,,,S,,S
1313_12487,,S,,R,,,,,,,,
1313_20348,,,,S,,,S,,,S,,S
1313_8942,,,,S,,,S,,S,S,,S
1313_25814,,,,S,,,S,,S,S,,S
1313_27180,,,,S,,,S,,S,S,,S
1313_23483,,,,R,,,R,,S,S,,S
1313_11479,,S,,R,,,,,,,,
1313_33553,,,,R,,,S,,S,S,,S
1313_11401,,S,,R,,,,,,,,
1313_46714,,S,S,S,,S,R,,,S,,S
1313_6416,,S,,,,,,,,S,,R
1313_23816,,,,R,,,S,,,S,,S
1313_46998,,S,S,S,,S,S,,,S,,S
1313_10572,,S,,R,,,,,,,,
1313_22112,,,,S,,,S,,S,,,S
1313_32626,,,,S,,,,,,,,
1313_31742,,,,R,,,S,,S,S,,S
1313_46944,,S,S,R,,R,R,,,S,,R
1313_31817,,,,,,,R,,S,,,
1313_30826,,,,R,,,S,,S,S,,S
1313_31302,,,,R,,,S,,,S,,R
1313_24756,,,,,,,S,,S,S,,S
1313_9017,,,,S,,,R,,S,S,,S
1313_47104,,S,S,R,,R,R,,,R,,R
1313_31241,,,,R,,,S,,,S,,R
1313_20032,,,,R,,,S,,,R,,R
1313_47157,,S,S,R,,S,R,,,S,,S
1313_46833,,R,S,R,,R,R,,,S,,R
1313_30680,,,,R,,,R,,,R,,
1313_32620,,,,R,,,R,,R,S,,R
1313_31201,,,,R,,,S,,,S,,S
1313_31166,,,,R,,,S,,,S,,S
1313_20487,,,,R,,,S,,R,S,,S
1313_33574,,,,S,,,S,,S,S,,R
1313_25086,,,,S,,,,,,,,
1313_25501,,,,S,,,,,R,,,
1313_23140,,,,,,,R,,R,,,
1313_20696,,,,S,,,S,,R,S,,S
1313_26484,,,,R,,,,,R,,,
1313_26140,,,,R,,,R,,S,S,,R
1313_31639,,,,,,,S,,,R,,R
1313_5455,,S,,,,,S,,,,,
1313_31490,,,,R,,,S,,S,S,,S
1313_8303,,,,R,,,R,,R,S,,S
1313_24510,,,,R,,,R,,R,S,,S
1313_26817,,,,S,,,S,,S,S,,R
1313_47212,,S,S,S,,S,S,,,S,,S
1313_10274,,S,,R,,,,,,,,
1313_32235,,,,S,,,S,,S,S,,R
1313_31029,,,,S,,,S,,,S,,S
1313_32155,,,,S,,,S,,R,S,,R
1313_25304,,,,S,,,S,,S,S,,S
1313_24062,,,,S,,,S,,S,S,,R
1313_27100,,,,R,,,,,R,,,
1313_12888,,S,,R,,,,,,,,
1313_5880,,S,,,,,S,,,S,,S
1313_32658,,,,S,,,,,,,,
1313_22730,,,,,,,R,,S,,,
1313_26944,,,,R,,,S,,S,S,,S
1313_21793,,,,R,,,S,,S,,,S
1313_47204,,S,S,S,,S,S,,,S,,S
1313_11047,,S,,S,,,,,,,,
1313_24931,,,,S,,,S,,S,S,,R
1313_5948,,S,,,,,R,,,,,
1313_33863,,,,R,,,S,,S,R,,R
1313_30968,,,,R,,,S,,S,S,,S
1313_33903,,,,S,,,S,,S,S,,S
1313_17333,S,S,,S,,S,S,,S,,,S
1313_31709,,,,R,,,R,,R,S,,S
1313_8229,,,,S,,,S,,S,S,,S
1313_24564,,,,R,,,S,,S,S,,S
1313_20975,,,,R,,,S,,,S,,S
1313_5734,,R,,,,,R,,,,,
1313_11103,,S,,R,,,,,,,,
1313_12298,,S,,,,,,,,,,
1313_27221,,,,S,,,S,,S,S,,S
1313_34153,,,,S,,,S,,S,S,,S
1313_5749,,S,,,,,S,,,,,
1313_6765,,S,,,,,,,,S,,R
1313_12519,,S,,R,,,,,,,,
1313_27306,,,,R,,,S,,S,S,,R
1313_25647,,,,R,,,R,,S,S,,R
1313_24846,,,,R,,,R,,R,S,,R
1313_17443,,,,S,,S,S,,S,,,S
1313_22018,,,,S,,,S,,S,,,S
1313_47071,,S,S,R,,S,S,,,S,,S
1313_10552,,S,,R,,,,,,,,
1313_30314,,,,,,,S,,S,,,
1313_31975,,,,R,,,R,,S,R,,R
1313_33434,,,,S,,,S,,S,S,,S
1313_12962,,S,,R,,,,,,,,
1313_33909,,,,S,,,S,,S,S,,S
1313_10394,,S,,R,,,,,,,,
1313_31492,,,,S,,,S,,S,S,,S
1313_31753,,,,R,,,R,,R,S,,S
1313_30096,,,,S,,,S,,S,S,,R
1313_22518,,,,S,,,S,,S,S,,S
1313_23058,,,,R,,,R,,R,S,,R
1313_5499,,,,,,,R,,R,,,
1313_33372,,,,S,,,S,,S,S,,R
1313_23998,,,,S,,,S,,,S,,R
1313_23569,,,,S,,,S,,S,S,,S
1313_5825,,S,,,,,S,,,,,
1313_5577,,S,,,,,,,,S,,R
1313_24070,,,,R,,,R,,S,S,,R
1313_26138,,,,S,,,S,,S,S,,R
1313_10300,,S,,R,,,,,,,,
1313_12529,,S,,S,,,,,,,,
1313_31218,,,,R,,,S,,,S,,R
1313_33653,,,,S,,,S,,S,S,,S
1313_27285,,,,S,,,S,,S,S,,R
1313_34342,,,,R,,,R,,R,R,,R
1313_26585,,,,R,,,S,,S,S,,R
1313_10813,,S,,R,,,,,,,,
1313_24598,,,,S,,,S,,S,S,,R
1313_26898,,,,S,,,S,,S,S,,S
1313_24068,,,,R,,,S,,,S,,R
1313_10026,,S,,R,,,,,,,,
1313_32503,,,,S,,,S,,S,S,,R
1313_23740,,,,R,,,S,,S,S,,R
1313_33087,,,,S,,,S,,S,S,,R
1313_20091,,,,R,,,S,,,S,,R
1313_11247,,S,,R,,,,,,,,
1313_33816,,,,S,,,S,,S,S,,S
1313_32416,,,,,,,R,,R,R,,R
1313_24889,,,,R,,,S,,S,S,,R
1313_12786,,S,,R,,,,,,,,
1313_33325,,,,R,,,R,,S,S,,R
1313_27266,,,,R,,,S,,R,S,,R
1313_30451,,,,,,,S,,,S,,R
1313_10887,,S,,S,,,,,,,,
1313_12834,,S,,S,,,,,,,,
1313_11428,,S,,R,,,,,,,,
1313_27077,,,,S,,,S,,S,S,,R
1313_12669,,S,,R,,,,,,,,
1313_10324,,R,,R,,,,,,,,
1313_8886,,,,R,,,R,,R,S,,R
1313_10761,,S,,R,,,,,,,,
1313_23874,,,,S,,,S,,,S,,S
1313_25801,,,,S,,,S,,S,S,,S
1313_11770,,S,,R,,,,,,,,
1313_11328,,S,,S,,,,,,,,
1313_26592,,,,S,,,S,,S,S,,R
1313_34176,,,,R,,,R,,S,R,,R
1313_5808,,R,,,,,,,,,,R
1313_12988,,S,,R,,,,,,,,
1313_33193,,,,,,,S,,,S,,R
1313_12938,,S,,R,,,,,,,,
1313_6613,,S,,,,,S,,,,,
1313_20473,,,,S,,,S,,S,S,,S
1313_24915,,,,R,,,R,,R,S,,R
1313_12261,,S,,R,,,,,,,,
1313_12857,,S,,R,,,,,,,,
1313_11087,,S,,R,,,,,,,,
1313_25556,,,,S,,,,,S,,,
1313_24916,,,,R,,,R,,R,S,,R
1313_47227,,S,S,S,,S,S,,,S,,S
1313_11681,,S,,R,,,,,,,,
1313_9246,,,,R,,,S,,R,S,,R
1313_30502,,,,,,,R,,S,,,
1313_26463,,,,R,,,S,,S,S,,R
1313_6718,,,,,,,R,,,R,,R
1313_27301,,,,R,,,S,,R,S,,R
1313_29894,,,,S,,,S,,S,S,,S
1313_42062,S,S,,S,,S,S,,S,,,S
1313_30974,,,,S,,,S,,S,S,,S
1313_46984,,S,S,S,,R,R,,,S,,R
1313_7016,S,R,S,R,S,R,R,S,R,S,,
1313_23704,,,,S,,,S,,,S,,R
1313_8384,,,,R,,,R,,S,S,,S
1313_11954,,S,,R,,,,,,,,
1313_32760,,,,S,,,,,,,,
1313_24645,,,,R,,,S,,S,S,,R
1313_10618,,S,,R,,,,,,,,
1313_32051,,,,R,,,S,,R,S,,S
1313_11356,,S,,R,,,,,,,,
1313_17322,S,S,,S,,S,S,,S,,,S
1313_27017,,,,S,,,S,,S,S,,R
1313_6154,,,,,,,S,,R,R,,R
1313_47031,,S,S,S,,S,S,,,S,,S
1313_33641,,,,R,,,S,,S,S,,S
1313_11499,,S,,S,,,,,,,,
1313_11677,,S,,R,,,,,,,,
1313_25844,,,,S,,,S,,S,S,,S
1313_31160,,,,R,,,S,,,S,,R
1313_46865,,S,S,S,,R,R,,,S,,R
1313_31774,,,,S,,,S,,S,S,,R
1313_24996,,,,S,,,,,,,,
1313_10594,,S,,R,,,,,,,,
1313_32208,,,,R,,,S,,R,R,,R
1313_46692,,S,S,R,,R,R,,,S,,R
1313_10918,,S,,S,,,,,,,,
1313_26407,,,,R,,,R,,R,R,,R
1313_32420,,,,,,,S,,S,S,,R
1313_26133,,,,R,,,S,,S,S,,R
1313_27988,,,,R,,,S,,S,R,,R
1313_30148,,,,,,,S,,S,,,
1313_25972,,,,R,,,R,,,,,R
1313_11005,,S,,R,,,,,,,,
1313_31467,,,,R,,,S,,,S,,S
1313_29808,,,,S,,,S,,S,,,S
1313_31211,,,,R,,,S,,S,S,,R
1313_23653,,,,S,,,R,,R,S,,R
760830_3,R,S,S,R,S,S,R,S,R,S,S,R
1313_25298,,,,R,,,R,,S,S,,S
1313_31879,,,,S,,,R,,S,S,,S
1313_33021,,,,S,,,,,,,,
1313_30870,,,,S,,,S,,S,S,,S
1313_32165,,,,S,,,S,,R,S,,S
1313_25666,,,,S,,,,,,,,
1313_8722,,,,R,,,S,,R,S,,S
1313_13733,,S,,,,,,,,,,
1313_27357,,,,R,,,S,,S,S,,S
1313_23893,,,,S,,,S,,,S,,R
1313_23758,,,,S,,,S,,,S,,R
1313_25369,,,,S,,,S,,S,S,,S
1313_34313,,,,,,,,,S,R,,
1313_24823,,,,S,,,S,,S,S,,R
1313_33500,,,,S,,,S,,S,S,,S
1313_10810,,S,,R,,,,,,,,
1313_24575,,,,,,,S,,S,,,R
1313_25532,,,,S,,,,,,,,
1313_25594,,,,S,,,,,,,,
1313_25129,,,,R,,,,,R,,,
1313_10685,,R,,R,,,,,,,,
1313_22729,,,,,,,R,,S,,,
1313_46767,,R,S,R,,R,R,,,S,,R
1313_33753,,,,R,,,,,,,,
1313_11740,,S,,S,,,,,,,,
1313_12479,,S,,S,,,,,,,,
1313_10611,,S,,R,,,,,,,,
1313_22926,,,,,,,R,,R,S,,R
1313_25866,,,,R,,,S,,S,,,R
1313_10446,,S,,R,,,,,,,,
1313_20672,,,,S,,,R,,R,,,R
1313_46900,,S,S,R,,S,S,,,S,,S
1313_30368,,,,,,,S,,R,S,,R
1313_11562,,S,,R,,,,,,,,
1313_11046,,S,,S,,,,,,,,
1313_22045,,,,S,,,S,,S,,,S
1313_46796,,S,S,S,,S,S,,,S,,S
1313_29941,,,,S,,,R,,R,S,,R
1313_34141,,,,S,,,S,,S,S,,S
1313_30901,,,,R,,,S,,S,S,,S
1313_25282,,,,R,,,R,,R,S,,R
1313_10253,,S,,R,,,,,,,,
1313_20175,,,,S,,,S,,S,S,,S
1313_23562,,,,R,,,S,,S,S,,S
1313_30930,,,,S,,,S,,S,S,,S
1313_23540,,,,R,,,R,,R,S,,R
1313_20333,,,,S,,,S,,,S,,R
1313_30963,,,,R,,,S,,S,S,,S
1313_23741,,,,R,,,S,,,S,,R
1313_11178,,S,,R,,,,,,,,
1313_12823,,S,,S,,,,,,,,
1313_23363,,,,R,,,S,,,S,,
1313_20047,,,,R,,,R,,R,S,,R
1313_10016,,S,,R,,,,,,,,
1313_25078,,,,R,,,R,,R,,,R
1313_33709,,,,S,,,S,,S,S,,R
1313_20350,,,,S,,,S,,S,S,,S
1313_5787,,S,,,,,S,,,S,,S
1313_26650,,,,S,,,S,,S,S,,R
1313_32192,,,,R,,,R,,R,S,,R
1313_31744,,,,S,,,S,,S,S,,S
1313_20384,,,,S,,,S,,,S,,S
1313_30103,,,,S,,,S,,S,S,,R
1313_33080,,,,R,,,R,,R,,,R
1313_10607,,S,,R,,,,,,,,
1313_31836,,,,,,,S,,S,,,S
1313_47055,,S,S,S,,S,S,,,S,,S
1313_26707,,,,R,,,R,,R,S,,R
1313_46753,,S,S,R,,R,R,,,S,,R
1313_9272,,,,R,,,R,,R,S,,R
1313_24988,,,,R,,,,,,,,
1313_10565,,S,,S,,,,,,,,
1313_10762,,S,,R,,,,,,,,
1313_26948,,,,R,,,S,,R,S,,S
1313_32307,,,,R,,,S,,S,,,R
1313_27240,,,,R,,,S,,S,S,,S
1313_26551,,,,R,,,S,,S,S,,R
1313_12222,,S,,R,,,,,,,,
1313_11932,,S,,R,,,,,,,,
1313_10467,,S,,R,,,,,,,,
1313_9305,,,,S,,,S,,S,S,,R
1313_25736,,,,R,,,S,,S,S,,R
1313_32848,,,,S,,,S,,S,S,,S
1313_24857,,,,S,,,S,,S,S,,R
1313_33532,,,,S,,,R,,R,S,,S
1313_31207,,,,R,,,S,,,S,,R
1313_23350,,,,R,,,S,,,S,,
1313_27358,,,,R,,,R,,R,R,,R
1313_31838,,,,,,,R,,S,,,
1313_47014,,S,S,S,,S,S,,,S,,S
1313_46872,,R,S,R,,S,R,,,S,,R
1313_11171,,S,,R,,,,,,,,
1313_34215,,,,,,,R,,S,S,,S
1313_46837,,S,S,R,,S,S,,,S,,S
1313_33484,,,,S,,,S,,S,S,,S
1313_25665,,,,R,,,R,,R,S,,R
1313_33869,,,,S,,,R,,S,S,,R
1313_33558,,,,S,,,S,,S,S,,S
1313_23616,,,,S,,,S,,S,S,,S
1313_10263,,S,,S,,,,,,,,
1313_25620,,,,R,,,,,S,,,
1313_24540,,,,R,,,R,,R,S,,S
1313_31900,,,,R,,,R,,R,S,,S
1313_10560,,S,,S,,,,,,,,
1313_17353,R,R,,R,,R,R,,R,,,R
1313_27016,,,,S,,,S,,S,S,,R
1313_13085,,S,,S,,,,,,,,
1313_10998,,S,,R,,,,,,,,
1313_21470,,,,R,,,S,,S,,,S
1313_33974,,,,S,,,S,,S,S,,S
1313_12926,,S,,R,,,,,,,,
1313_27126,,,,S,,,S,,S,S,,R
1313_24772,,,,,,,R,,S,S,,R
1313_11859,,S,,R,,,,,,,,
1313_16993,S,S,,S,,S,R,,,,,S
1313_11885,,S,,R,,,,,,,,
1313_21214,,S,S,S,S,S,S,S,S,,,S
1313_26752,,,,S,,,S,,S,S,,S
1313_5609,,,,,,,R,,,S,,R
1313_34354,,,,R,,,R,,S,R,,
1313_12363,,S,,R,,,,,,,,
1313_10845,,S,,S,,,,,,,,
1313_32301,,,,R,,,,,S,,,
1313_31129,,,,R,,,S,,,S,,R
1313_30943,,,,R,,,S,,S,S,,R
1313_31474,,,,R,,,S,,S,S,,R
1313_24553,,,,S,,,S,,S,S,,S
1313_23068,,,,R,,,R,,R,S,,R
1313_12408,,S,,R,,,,,,,,
1313_20347,,,,R,,,S,,,S,,R
1313_12512,,S,,R,,,,,,,,
1313_12252,,S,,R,,,,,,,,
1313_24753,,,,,,,S,,R,S,,S
1313_33311,,,,R,,,S,,S,S,,R
1313_32546,,,,R,,,R,,R,,,R
1313_41966,S,S,,S,,S,R,,S,,,S
1313_5453,,S,,,,,S,,,,,
1313_25796,,,,S,,,S,,S,S,,S
1313_11003,,S,,R,,,,,,,,
1313_32063,,,,S,,,S,,S,S,,R
1313_33257,,,,R,,,,,R,,,
1313_24919,,,,R,,,R,,S,S,,R
1313_30959,,,,S,,,S,,S,S,,S
1313_20377,,,,S,,,R,,R,S,,R
1313_30720,,,,R,,,S,,S,S,,S
1313_33020,,,,S,,,,,,,,
1313_32767,,,,R,,,R,,R,S,,R
1313_11318,,S,,R,,,,,,,,
1313_24073,,,,R,,,S,,,S,,R
1313_20582,,,,S,,,S,,,S,,R
1313_22549,,,,R,,,S,,S,,,R
1313_27166,,,,S,,,S,,S,S,,R
1313_26962,,,,R,,,S,,R,S,,S
1313_17082,S,S,,S,,S,S,,,,,S
1313_10773,,S,,S,,,,,,,,
1313_30360,,,,,,,S,,R,S,,R
1313_23730,,,,S,,,S,,,S,,R
1313_24872,,,,R,,,R,,S,S,,R
1313_33196,,,,,,,,,,S,,R
1313_46697,,S,S,S,,S,S,,,S,,S
1313_47190,,S,S,S,,S,S,,,S,,S
1313_34187,,,,R,,,S,,S,R,,R
1313_24010,,,,R,,,S,,R,S,,R
1313_27517,,,,R,,,S,,R,S,,S
1313_32287,,,,S,,,,,,,,
1313_10423,,S,,R,,,,,,,,
1313_11641,,S,,R,,,,,,,,
1313_30571,,,,,,,R,,R,,,
1313_10383,,S,,R,,,,,,,,
1313_11229,,S,,S,,,,,,,,
1313_25075,,,,R,,,R,,S,,,R
1313_31257,,,,S,,,S,,,S,,S
1313_20345,,,,S,,,S,,R,S,,S
1313_10816,,S,,S,,,,,,,,
1313_5759,,,,,,,R,,,R,,R
1313_34317,,,,,,,,,S,S,,
1313_32539,,,,S,,,,,S,,,
1313_11706,,S,,R,,,,,,,,
1313_27943,,,,S,,,R,,S,S,,S
1313_23386,,,,R,,,R,,R,S,,S
1313_32860,,,,S,,,S,,S,S,,R
1313_32708,,,,R,,,R,,S,S,,R
1313_26627,,,,R,,,S,,S,S,,R
1313_17380,,,,S,,S,S,,S,,,S
1313_46659,,S,S,S,,S,S,,,S,,S
1313_31996,,,,R,,,R,,S,R,,R
1313_30605,,,,,,,R,,R,,,
1313_25435,,,,R,,,,,S,,,
1313_31966,,,,S,,,S,,S,S,,S
1313_12662,,S,,R,,,,,,,,
1313_31970,,,,R,,,R,,R,S,,S
1313_33399,,,,S,,,S,,S,S,,S
1313_32448,,,,R,,,R,,S,S,,R
1313_33827,,,,R,,,S,,R,S,,S
1313_30533,,,,,,,S,,S,,,
1313_25209,,,,R,,,R,,S,,,R
1313_22071,,,,S,,,S,,S,,,S
1313_23060,,,,S,,,S,,S,S,,R
1313_33307,,,,R,,,R,,R,S,,R
1313_30835,,,,R,,,S,,S,S,,S
1313_32135,,,,,,,S,,S,S,,R
1313_30519,,,,,,,R,,S,,,
1313_20437,,,,S,,,S,,R,S,,S
1313_25519,,,,R,,,S,,S,S,,R
1313_24821,,,,S,,,S,,S,S,,R
1313_30589,,,,,,,S,,S,,,
1313_17356,S,S,,S,,S,S,,S,,,S
1313_22760,,,,,,,R,,S,,,
1313_23216,,,,,,,S,,S,,,
1313_24865,,,,R,,,S,,R,S,,R
1313_31933,,,,R,,,R,,R,S,,S
1313_30554,,,,,,,S,,S,,,
1313_27203,,,,R,,,S,,S,S,,S
1313_25022,,,,R,,,,,,,,
1313_20432,,,,S,,,R,,R,S,,S
1313_28024,,,,R,,,S,,S,R,,R
1313_46615,,S,S,S,,S,R,,,S,,S
1313_31934,,,,R,,,S,,R,S,,S
1313_13044,,S,,R,,,,,,,,
1313_41967,S,S,,S,,S,S,,S,,,S
1313_26464,,,,R,,,S,,S,R,,R
1313_30236,,,,,,,R,,R,,,
1313_12266,,S,,R,,,,,,,,
1313_8773,,,,S,,,S,,S,S,,S
1313_30782,,,,R,,,S,,S,S,,S
1313_20087,,,,R,,,S,,R,S,,R
1313_26550,,,,S,,,S,,S,S,,R
1313_23580,,,,R,,,S,,S,S,,S
1313_32331,,,,S,,,,,,,,
1313_24083,,,,S,,,S,,R,S,,S
1313_27011,,,,R,,,S,,S,S,,R
1313_23820,,,,R,,,S,,S,S,,R
1313_23334,,,,R,,,S,,,S,,
1313_9098,,,,S,,,R,,R,S,,S
1313_20637,,,,S,,,S,,,S,,S
1313_27340,,,,S,,,S,,R,S,,S
1313_27172,,,,R,,,S,,S,S,,S
1313_30118,,,,R,,,R,,R,S,,R
1313_9023,,,,R,,,R,,R,S,,R
1313_9270,,,,S,,,S,,S,S,,S
1313_33633,,,,R,,,S,,S,S,,S
1313_28013,,,,,,,S,,S,R,,S
1313_25924,,,,,,,S,,S,,,R
1313_31115,,,,S,,,S,,S,S,,S
1313_23878,,,,S,,,S,,R,S,,R
1313_42075,S,S,,S,,S,S,,S,,,S
1313_10515,,S,,S,,,,,,,,
1313_22943,,,,,,,R,,R,S,,R
1313_20602,,,,S,,,R,,R,S,,R
1313_11337,,S,,R,,,,,,,,
1313_11355,,S,,R,,,,,,,,
1313_24954,,,,S,,,S,,S,S,,R
1313_22693,,,,,,,S,,S,,,
1313_34359,,,,,,,R,,S,S,,
1313_11760,,S,,S,,,,,,,,
1313_33549,,,,R,,,S,,S,S,,S
1313_20173,,,,,,,S,,S,,,
1313_47154,,R,S,S,,S,R,,,S,,S
1313_33380,,,,S,,,S,,S,S,,R
1313_9323,,,,R,,,R,,S,S,,S
1313_33522,,,,R,,,R,,S,S,,S
1313_32712,,,,S,,,,,,,,
1313_32288,,,,R,,,,,S,,,
1313_46561,,R,S,S,,S,R,,,S,,S
1313_10114,,S,,R,,,,,,,,
1313_22522,,,,R,,,S,,S,S,,R
1313_23773,,,,S,,,S,,R,S,,S
1313_8630,,,,S,,,R,,S,S,,S
1313_27662,,,,R,,,R,,S,,,S
1313_33782,,,,R,,,R,,S,R,,R
1313_33479,,,,S,,,S,,S,S,,S
1313_30986,,,,S,,,S,,S,S,,R
1313_25488,,,,R,,,,,,,,
1313_23393,,,,S,,,R,,R,S,,R
1313_33656,,,,S,,,S,,S,S,,S
1313_32123,,,,,,,S,,S,S,,R
1313_23767,,,,R,,,S,,,S,,R
1313_12919,,S,,R,,,,,,,,
1313_21163,,,,,,,R,,R,,,
1313_33121,,,,R,,,R,,S,R,,R
1313_11184,,S,,R,,,,,,,,
1313_24750,,,,,,,S,,R,S,,R
1313_33738,,,,R,,,S,,R,,,R
1313_22658,,,,,,,R,,S,,,R
1313_23371,,,,R,,,S,,,S,,
1313_25879,,,,S,,,,,,,,
1313_31735,,,,S,,,S,,S,S,,S
1313_6367,,S,,,,,S,,,S,,S
1313_10195,,R,,R,,,,,,,,
1313_12472,,S,,R,,,,,,,,
1313_46818,,R,S,R,,R,R,,,S,,R
1313_11905,,S,,R,,,,,,,,
1313_27140,,,,S,,,S,,S,S,,R
1313_27332,,,,R,,,S,,S,,,S
1313_32540,,,,S,,,,,,,,
1313_24836,,,,S,,,S,,R,S,,R
1313_22039,,,,R,,,S,,S,,,S
1313_10115,,S,,R,,,,,,,,
1313_21166,,,,S,,,R,,,S,,R
1313_33546,,,,R,,,R,,R,S,,S
1313_10946,,S,,R,,,,,,,,
1313_32719,,,,R,,,R,,S,S,,R
1313_9363,,,,S,,,S,,S,S,,R
1313_11075,,S,,S,,,,,,,,
1313_10942,,S,,R,,,,,,,,
1313_46871,,S,S,S,,S,S,,,S,,S
1313_25597,,,,R,,,,,S,,,
1313_27524,,,,R,,,S,,S,S,,S
1313_24335,,,,R,,,R,,R,S,,R
1313_32701,,,,S,,,,,,,,
1313_30025,,,,R,,,S,,S,S,,R
1313_27351,,,,R,,,S,,S,S,,S
1313_24529,,,,S,,,S,,S,S,,S
1313_29691,,,,R,,,S,,R,,,S
1313_17087,S,S,,S,,S,S,,,,,S
1313_26097,,,,R,,,,,S,R,,R
1313_12021,,R,,S,,,,,,,,
1313_11373,,S,,R,,,,,,,,
1313_25095,,,,R,,,R,,S,,,R
1313_25512,,,,R,,,R,,,,,R
1313_23561,,,,S,,,R,,R,S,,R
1313_47209,,R,S,S,,R,R,,,S,,R
1313_33910,,,,S,,,S,,S,S,,S
1313_32454,,,,R,,,S,,S,S,,R
760845_3,R,R,S,R,S,S,R,S,R,S,S,S
1313_20177,,,,,,,R,,S,,,
1313_30351,,,,,,,S,,R,S,,R
1313_23803,,,,S,,,S,,,S,,R
1313_20249,,,,S,,,S,,,S,,S
1313_23211,,,,,,,R,,S,,,
1313_26700,,,,S,,,S,,S,S,,S
1313_30591,,,,,,,R,,S,,,
1313_31716,,,,S,,,S,,S,S,,S
1313_33078,,,,R,,,R,,S,,,R
1313_20711,,,,S,,,S,,R,S,,S
1313_24461,,,,,,,S,,R,,,R
1313_31163,,,,R,,,S,,,S,,R
1313_23752,,,,R,,,S,,,S,,S
1313_24685,,,,,,,S,,,S,,S
1313_33878,,,,R,,,S,,R,S,,R
1313_33480,,,,S,,,S,,S,S,,S
1313_24537,,,,S,,,S,,S,R,,S
1313_10357,,S,,R,,,,,,,,
1313_25564,,,,R,,,S,,R,S,,R
1313_30237,,,,,,,R,,S,,,
1313_31882,,,,S,,,S,,S,S,,S
1313_26064,,,,R,,,S,,S,,,R
1313_27216,,,,R,,,S,,S,R,,R
1313_10682,,S,,R,,,,,,,,
1313_31701,,,,S,,,S,,S,S,,S
1313_32422,,,,,,,R,,R,S,,R
1313_10933,,S,,R,,,,,,,,
1313_26770,,,,S,,,S,,S,S,,S
1313_25409,,,,S,,,R,,S,S,,R
1313_20366,,,,R,,,S,,R,S,,R
1313_24792,,,,,,,S,,S,S,,R
1313_12307,,S,,R,,,,,,,,
1313_22050,,,,S,,,S,,S,,,S
1313_21785,,,,R,,,S,,S,,,R
1313_17428,S,S,,S,,S,S,,S,,,S
1313_5661,,S,,,,,S,,,S,,S
1313_6981,,,,,,,,S,,,S,
1313_11218,,S,,R,,,,,,,,
1313_23999,,,,S,,,S,,,S,,R
1313_12228,,S,,R,,,,,,,,
1313_24064,,,,S,,,S,,,S,,S
1313_32145,,,,R,,,R,,R,S,,R
1313_25563,,,,R,,,,,,,,
1313_11173,,R,,R,,,,,,,,
1313_27273,,,,R,,,S,,S,S,,S
1313_32134,,,,,,,S,,R,S,,R
1313_34267,,,,,,,,,S,R,,
1313_10908,,S,,S,,,,,,,,
1313_12634,,S,,R,,,,,,,,
1313_30337,,,,,,,S,,S,S,,R
1313_9313,,,,S,,,S,,R,S,,R
1313_10496,,S,,R,,,,,,,,
1313_25543,,,,R,,,R,,S,R,,R
1313_9167,,,,S,,,S,,S,S,,S
1313_23533,,,,S,,,S,,S,S,,S
1313_6438,,R,,,,,S,,,,,
1313_23061,,,,S,,,S,,S,S,,R
1313_11796,,S,,R,,,,,,,,
1313_33384,,,,R,,,S,,S,R,,R
1313_24751,,,,,,,S,,S,S,,R
1313_46582,,S,S,S,,R,R,,,S,,R
1313_11313,,S,,R,,,,,,,,
1313_27116,,,,R,,,S,,S,S,,R
1313_25316,,,,R,,,R,,R,S,,R
1313_46786,,R,S,S,,S,R,,,S,,S
1313_22698,,,,,,,R,,S,,,
1313_32121,,,,,,,R,,R,R,,R
1313_32143,,,,R,,,R,,R,S,,R
